,id,Gender,Customer Type,Age,Price,NewUsed,Category,Product description accuracy,Manufacturer sustainability,Packaging quality,Additional options,Helpfulness of reviews and ratings,Integrity of packaging,Ease check-out procedure,Relevance of related products,Costumer insurance,Shipping delay in days,Arrival delay in days,Satisfaction
9631,817Q312c,Male,Premium,55.0,243.64,New,Home/Kitchen,3,3,3,4,4,4,3,4,1,1,1,Not Satisfied
9632,223Y841w,Male,Premium,42.0,197.24,New,Technology,3,3,4,4,5,4,5,4,5,0,0,Satisfied
9633,367L671b,Female,Premium,,54.41,New,Technology,5,4,3,4,1,4,5,3,3,0,0,Not Satisfied
9634,030H836l,Male,Not Premium,26.0,265.5,New,Home/Kitchen,3,3,3,1,2,2,5,4,5,0,0,Not Satisfied
9635,799A478x,Female,Not Premium,,130.19,New,Sport,3,3,1,4,4,3,2,4,1,0,0,Not Satisfied
9636,472J400w,Female,Premium,57.0,305.26,New,Entertainment,5,5,3,3,4,3,4,3,3,0,0,Satisfied
9637,078P523z,Female,Not Premium,35.0,59.89,New,Home/Kitchen,4,4,1,3,4,3,2,3,1,0,0,Not Satisfied
9638,365J372t,Male,Premium,22.0,14.9,New,Technology,5,2,3,5,4,4,5,5,3,0,0,Not Satisfied
9639,748S605e,Male,Not Premium,38.0,113.1,New,Technology,2,1,2,5,5,2,1,4,2,0,0,Not Satisfied
9640,896J974d,Female,Premium,56.0,43.22,New,Technology,4,2,1,3,2,4,3,4,1,0,0,Not Satisfied
9641,320Y68h2,Female,Premium,69.0,12.97,New,Entertainment,4,4,5,4,3,3,3,3,5,0,0,Not Satisfied
9642,613U17s2,Female,Premium,29.0,266.91,New,Technology,5,5,2,5,4,4,2,1,2,0,0,Satisfied
9643,903A37y9,Male,Not Premium,26.0,117.13,New,Technology,4,2,4,3,4,5,5,5,4,0,0,Not Satisfied
9644,378I781g,Female,Premium,52.0,127.2,New,Technology,5,5,2,4,3,4,5,4,5,0,0,Satisfied
9645,621S739g,Male,Premium,41.0,82.85,New,Sport,2,2,2,4,4,4,3,4,5,0,0,Satisfied
9646,953F193n,Female,Premium,53.0,280.19,New,Entertainment,3,3,3,4,5,4,1,4,3,0,0,Satisfied
9647,653A285f,Female,Premium,21.0,58.16,New,Technology,3,3,2,2,1,1,3,4,2,0,0,Not Satisfied
9648,882H748m,Female,Premium,48.0,342.33,New,Home/Kitchen,1,1,5,4,4,4,2,4,4,0,0,Satisfied
9649,310P683r,Male,Premium,67.0,89.25,New,Home/Kitchen,2,4,4,2,1,2,1,2,2,0,0,Not Satisfied
9650,224V855r,Female,Premium,46.0,365.63,New,Entertainment,2,2,4,4,4,4,4,4,2,0,0,Satisfied
9651,849T775w,Female,Premium,,16.01,New,Home/Kitchen,5,1,5,1,2,5,3,4,5,0,0,Not Satisfied
9652,103H34b6,Female,Premium,,67.88,New,Home/Kitchen,5,5,2,2,1,3,2,3,2,0,0,Not Satisfied
9653,648P122r,Male,Premium,26.0,49.3,New,Technology,5,3,1,3,1,3,2,5,1,0,0,Not Satisfied
9654,048A196g,Female,Premium,23.0,320.32,New,Home/Kitchen,5,5,4,5,4,5,4,4,4,0,0,Satisfied
9655,080P458u,Female,Premium,22.0,182.29,New,Home/Kitchen,4,4,5,5,4,4,5,3,5,1,2,Satisfied
9656,252X334h,Female,Premium,32.0,200.19,New,Technology,3,3,1,3,5,3,2,3,1,0,0,Not Satisfied
9657,580R365b,Male,Premium,60.0,29.84,New,Technology,3,3,5,3,3,3,3,3,5,0,0,Satisfied
9658,766T536v,Male,Premium,60.0,24.28,New,Home/Kitchen,4,3,3,4,2,4,5,4,5,0,0,Not Satisfied
9659,904Q221q,Female,Not Premium,27.0,117.63,New,Technology,2,4,5,1,5,5,5,2,5,0,1,Not Satisfied
9660,741N381g,Male,Premium,54.0,80.51,New,Sport,4,4,5,3,3,3,3,3,2,0,0,Not Satisfied
9661,070P708s,Male,Premium,50.0,192.41,New,Sport,3,5,5,5,5,5,3,5,5,0,0,Satisfied
9662,914R131m,Male,Premium,66.0,58.69,New,Entertainment,5,1,3,2,5,4,2,4,2,2,1,Not Satisfied
9663,941X736a,Male,Premium,44.0,20.1,New,Technology,1,1,2,3,4,3,3,3,3,0,0,Not Satisfied
9664,457G700q,Female,Premium,35.0,160.77,New,Entertainment,1,1,4,4,4,4,4,4,4,0,0,Satisfied
9665,409O87r7,Female,Premium,35.0,204.14,New,Entertainment,4,4,4,2,2,2,1,2,2,0,0,Not Satisfied
9666,270V407b,Female,Not Premium,40.0,46.76,New,Home/Kitchen,2,2,2,4,4,5,5,5,2,1,1,Not Satisfied
9667,887N394g,Male,Premium,21.0,157.5,New,Entertainment,2,3,4,3,5,3,2,3,4,0,0,Not Satisfied
9668,186W716p,Female,Premium,47.0,167.53,New,Entertainment,3,3,5,5,5,5,4,5,5,0,0,Satisfied
9669,553B767f,Female,Premium,49.0,207.08,New,Home/Kitchen,4,2,2,4,4,4,4,4,4,0,0,Satisfied
9670,824Z636f,Female,Premium,69.0,30.79,New,Technology,4,3,5,4,5,4,3,3,5,0,0,Not Satisfied
9671,489G873m,Male,Premium,65.0,132.89,New,Technology,3,3,3,3,3,3,2,3,4,0,0,Not Satisfied
9672,766I860z,Female,Premium,26.0,69.37,New,Other,5,3,3,3,3,5,3,4,3,0,0,Not Satisfied
9673,379D429m,Female,Premium,,66.61,New,Technology,4,2,1,5,5,5,2,3,1,0,0,Not Satisfied
9674,952Z292e,Female,Premium,43.0,383.19,New,Entertainment,3,3,4,4,4,4,5,4,5,0,0,Satisfied
9675,971X785f,Female,Premium,36.0,18.1,New,Home/Kitchen,3,3,5,2,2,4,1,2,4,0,0,Not Satisfied
9676,163R284q,Female,Premium,55.0,213.83,New,Entertainment,2,2,5,5,4,5,3,5,4,0,0,Satisfied
9677,560K828i,Male,Not Premium,43.0,211.32,New,Home/Kitchen,4,3,1,4,4,4,4,4,1,0,0,Not Satisfied
9678,300A36e1,Female,Premium,49.0,19.59,New,Entertainment,4,4,4,5,5,5,1,5,5,0,0,Satisfied
9679,057N793y,Female,Not Premium,26.0,32.95,New,Sport,0,3,2,3,4,2,5,2,2,0,0,Not Satisfied
9680,644W150e,Female,Not Premium,26.0,35.43,New,Technology,0,1,5,1,3,3,1,3,5,0,0,Not Satisfied
9681,396E762t,Male,Not Premium,58.0,38.91,New,Entertainment,4,4,5,3,4,5,4,4,5,0,0,Satisfied
9682,062T374g,Female,Premium,48.0,25.38,New,Technology,5,2,4,4,2,5,4,4,4,0,0,Satisfied
9683,745Z573e,Female,Not Premium,,87.01,New,Sport,4,3,5,3,2,4,2,4,5,0,0,Not Satisfied
9684,598V441p,Male,Premium,52.0,85.26,New,Other,2,2,4,1,1,1,1,1,3,0,0,Not Satisfied
9685,779K518h,Male,Premium,,245.13,New,Entertainment,2,2,2,4,4,3,1,3,2,0,0,Not Satisfied
9686,611Q95w1,Female,Premium,70.0,85.22,New,Technology,5,1,5,5,4,5,3,5,5,0,0,Not Satisfied
9687,234D441r,Male,Premium,52.0,237.35,New,Home/Kitchen,3,3,3,2,5,5,3,3,3,2,2,Satisfied
9688,400P132z,Female,Premium,54.0,16.0,New,Technology,1,1,1,4,4,3,4,2,1,0,0,Not Satisfied
9689,069Y917y,Male,Premium,44.0,76.09,New,Home/Kitchen,4,4,4,3,4,3,4,3,5,0,0,Satisfied
9690,523P311c,Female,Premium,22.0,69.82,New,Entertainment,4,4,3,4,3,4,4,3,3,0,0,Not Satisfied
9691,006Z325t,Female,Premium,55.0,223.56,New,Technology,0,3,2,4,3,3,4,4,5,0,0,Satisfied
9692,211X994e,Female,Premium,50.0,47.41,New,Entertainment,4,2,2,2,4,4,2,2,2,0,0,Not Satisfied
9693,033K738j,Male,Premium,28.0,39.3,New,Entertainment,5,3,2,3,2,1,1,4,2,0,0,Satisfied
9694,526R409n,Male,Premium,38.0,41.41,New,Entertainment,1,1,2,4,4,4,4,4,4,0,0,Satisfied
9695,916F822f,Male,Premium,48.0,197.04,New,Home/Kitchen,4,3,5,3,1,3,1,3,2,0,0,Not Satisfied
9696,696B644w,Female,Premium,73.0,70.82,New,Home/Kitchen,4,4,4,4,3,4,4,5,4,0,0,Satisfied
9697,861C508q,Male,Premium,39.0,22.4,New,Entertainment,5,5,5,4,4,3,3,4,5,0,0,Satisfied
9698,484F243o,Male,Premium,43.0,323.25,Used,Technology,4,4,4,5,5,5,3,5,3,0,0,Satisfied
9699,510R84k3,Male,Not Premium,26.0,239.74,New,Entertainment,3,1,4,3,4,5,4,5,4,0,0,Not Satisfied
9700,066K653v,Female,Premium,21.0,57.26,New,Technology,5,5,4,3,5,5,4,5,4,0,0,Not Satisfied
9701,430C377m,Male,Premium,21.0,146.87,New,Entertainment,4,4,2,1,3,3,5,4,5,2,2,Not Satisfied
9702,247M938k,Male,Not Premium,24.0,17.0,New,Home/Kitchen,5,2,4,5,3,5,1,4,4,0,0,Not Satisfied
9703,692V832c,Female,Premium,53.0,31.71,New,Other,5,5,5,4,4,4,5,4,4,0,0,Satisfied
9704,220E949a,Female,Premium,50.0,51.75,New,Entertainment,5,1,2,4,5,4,4,5,2,0,0,Not Satisfied
9705,311M509p,Male,Premium,49.0,140.88,New,Sport,4,4,4,5,5,5,5,5,3,0,0,Satisfied
9706,891A145b,Female,Premium,49.0,54.79,New,Technology,4,4,5,3,1,3,3,5,5,0,0,Satisfied
9707,192J540j,Female,Premium,72.0,77.36,Used,Home/Kitchen,3,3,1,1,2,3,2,3,1,0,0,Not Satisfied
9708,053R805g,Female,Premium,43.0,386.85,New,Technology,3,3,5,5,5,4,4,5,4,0,0,Satisfied
9709,379W389p,Female,Premium,56.0,31.77,New,Home/Kitchen,4,5,4,4,3,5,5,5,4,0,0,Not Satisfied
9710,865Y632d,Male,Premium,30.0,197.43,New,Technology,2,2,5,4,5,4,3,5,5,1,1,Satisfied
9711,861Z508i,Male,Premium,37.0,125.17,New,Home/Kitchen,5,2,1,3,2,3,5,5,1,0,0,Not Satisfied
9712,657T587n,Male,Premium,37.0,31.0,New,Technology,5,4,3,1,4,2,5,3,3,0,0,Satisfied
9713,076H569u,Male,Premium,60.0,15.7,New,Other,1,1,2,2,2,2,4,2,3,0,0,Not Satisfied
9714,273W595m,Male,Premium,52.0,33.54,New,Home/Kitchen,3,3,2,4,4,4,3,4,1,0,0,Satisfied
9715,878E310s,Female,Premium,24.0,32.62,New,Home/Kitchen,5,5,4,4,2,5,4,4,4,0,0,Satisfied
9716,936Y790k,Female,Premium,65.0,75.23,New,Home/Kitchen,2,2,3,2,1,3,2,3,3,0,0,Not Satisfied
9717,967K954k,Female,Not Premium,33.0,43.07,New,Other,1,4,2,5,4,4,4,4,2,0,0,Not Satisfied
9718,809M740j,Male,Premium,50.0,215.89,New,Technology,4,4,4,4,4,4,3,4,5,0,0,Satisfied
9719,713H8s56,Female,Not Premium,44.0,51.1,New,Entertainment,2,3,1,3,2,5,5,4,1,0,0,Not Satisfied
9720,506C70l9,Female,Premium,58.0,53.82,New,Technology,1,4,4,3,3,2,4,4,4,0,0,Not Satisfied
9721,319G932m,Male,Not Premium,45.0,1.43,New,Technology,0,5,3,1,4,3,5,1,3,0,0,Not Satisfied
9722,352D94y1,Male,Premium,,11.86,New,Home/Kitchen,4,4,3,3,4,5,5,4,3,1,1,Not Satisfied
9723,021L841v,Female,Premium,28.0,103.1,New,Technology,2,2,3,2,2,3,1,4,3,0,0,Not Satisfied
9724,268O698e,Male,Not Premium,26.0,272.33,New,Sport,3,4,3,5,4,4,2,2,2,0,0,Not Satisfied
9725,134W65i2,Male,Not Premium,23.0,55.08,New,Technology,1,1,1,5,4,5,4,5,1,0,0,Satisfied
9726,244L593m,Female,Premium,26.0,244.48,New,Entertainment,5,5,4,2,1,1,1,5,4,0,0,Satisfied
9727,978H23v7,Male,Premium,48.0,88.45,New,Entertainment,2,2,4,4,4,4,3,4,1,0,0,Not Satisfied
9728,313T419m,Female,Premium,46.0,87.28,New,Technology,4,3,5,4,3,5,3,5,5,0,0,Not Satisfied
9729,164O807q,Male,Premium,22.0,65.75,New,Entertainment,5,3,4,3,3,5,3,4,4,0,0,Not Satisfied
9730,210G671d,Female,Premium,60.0,104.48,New,Technology,5,2,2,3,5,4,3,5,2,0,0,Not Satisfied
9731,663J938n,Female,Premium,54.0,22.6,New,Sport,5,2,4,4,2,4,5,4,4,0,0,Not Satisfied
9732,882L195r,Male,Premium,25.0,81.52,New,Home/Kitchen,5,3,2,1,5,3,2,3,2,1,1,Not Satisfied
9733,379T112l,Male,Premium,49.0,25.85,New,Other,3,4,4,5,1,5,2,5,2,0,0,Not Satisfied
9734,344Z851r,Male,Premium,58.0,253.21,New,Home/Kitchen,1,1,3,3,3,3,1,3,2,0,0,Not Satisfied
9735,724P315a,Female,Premium,32.0,189.31,New,Entertainment,1,1,4,1,3,3,4,3,4,0,0,Not Satisfied
9736,015U444t,Male,Premium,25.0,167.12,New,Other,4,4,3,2,4,3,2,2,3,0,0,Not Satisfied
9737,877D652t,Male,Not Premium,38.0,136.23,New,Home/Kitchen,1,4,4,2,5,3,4,4,4,0,0,Not Satisfied
9738,768X738g,Female,Premium,58.0,100.87,New,Technology,5,5,4,4,5,3,5,3,4,0,0,Satisfied
9739,057K511e,Female,Not Premium,26.0,96.55,New,Entertainment,2,3,2,1,2,5,2,4,2,0,0,Not Satisfied
9740,679A929d,Male,Premium,34.0,31.73,New,Home/Kitchen,3,4,5,1,5,2,5,3,5,0,0,Not Satisfied
9741,241F963g,Male,Premium,41.0,290.0,New,Home/Kitchen,4,4,5,4,4,4,4,4,3,0,0,Satisfied
9742,421X72r6,Female,Premium,47.0,86.59,New,Entertainment,3,3,4,5,5,5,4,5,5,0,0,Satisfied
9743,018L720h,Female,Premium,47.0,197.84,New,Entertainment,4,4,4,5,5,5,4,5,4,0,0,Satisfied
9744,045K238f,Female,Premium,25.0,305.11,New,Technology,5,5,3,3,2,2,1,3,3,0,0,Not Satisfied
9745,015Q745j,Female,Premium,23.0,16.77,New,Entertainment,5,3,2,4,4,1,2,1,2,0,0,Satisfied
9746,090N688g,Male,Premium,58.0,99.69,New,Technology,5,5,5,3,3,3,5,3,4,0,0,Satisfied
9747,140X899q,Female,Premium,33.0,185.73,New,Entertainment,5,2,2,5,2,4,3,4,2,0,0,Not Satisfied
9748,694L727t,Female,Premium,23.0,134.25,New,Entertainment,3,3,1,4,4,4,1,3,1,0,0,Not Satisfied
9749,034D627b,Female,Premium,27.0,15.52,New,Entertainment,0,1,5,3,2,4,4,4,5,0,0,Satisfied
9750,632Z972a,Male,Premium,49.0,136.99,New,Technology,1,1,5,3,3,3,3,3,4,0,0,Satisfied
9751,084E25c7,Female,Premium,63.0,333.14,New,Sport,1,1,5,4,4,4,4,4,3,0,0,Satisfied
9752,188G876l,Male,Premium,25.0,439.15,New,Technology,5,5,3,2,3,4,4,4,4,0,0,Not Satisfied
9753,427N409x,Male,Premium,57.0,24.0,New,Technology,2,2,4,5,5,5,3,5,3,0,0,Satisfied
9754,379I511r,Male,Premium,49.0,106.43,New,Entertainment,4,4,5,4,4,4,3,4,5,0,0,Satisfied
9755,864S836q,Male,Premium,27.0,57.96,New,Entertainment,3,2,2,1,1,4,4,3,2,0,0,Not Satisfied
9756,715E76m5,Male,Premium,43.0,62.09,New,Technology,1,3,5,4,1,4,3,4,1,0,0,Not Satisfied
9757,252A935e,Female,Premium,51.0,36.52,New,Entertainment,4,2,3,3,5,4,5,5,3,0,0,Not Satisfied
9758,796W96u5,Female,Premium,29.0,53.96,New,Home/Kitchen,1,1,4,2,2,3,2,3,4,0,0,Satisfied
9759,827S591m,Female,Premium,39.0,79.28,New,Entertainment,4,4,5,1,5,5,5,4,5,0,0,Satisfied
9760,301M972k,Female,Premium,40.0,167.91,New,Entertainment,3,3,5,5,5,5,4,5,5,0,0,Satisfied
9761,933Q121g,Female,Premium,65.0,97.53,New,Entertainment,0,3,1,5,4,5,4,4,1,0,0,Not Satisfied
9762,553Q353p,Male,Not Premium,56.0,27.87,New,Home/Kitchen,0,3,1,4,4,5,5,3,1,0,0,Not Satisfied
9763,260J659x,Male,Premium,55.0,133.48,New,Other,3,4,1,2,3,2,4,2,3,0,0,Not Satisfied
9764,379O183v,Female,Premium,50.0,34.63,New,Entertainment,5,3,1,2,3,1,3,2,1,0,0,Not Satisfied
9765,733Y963d,Female,Premium,39.0,98.78,New,Other,3,3,4,2,1,5,3,2,4,0,0,Satisfied
9766,887S248h,Male,Not Premium,44.0,171.29,New,Home/Kitchen,1,2,2,2,2,1,1,2,2,0,0,Not Satisfied
9767,746O6f72,Male,Premium,61.0,45.99,New,Technology,4,3,2,2,5,2,2,2,3,0,0,Satisfied
9768,022B929p,Female,Premium,,25.07,New,Entertainment,4,4,4,3,5,4,5,5,4,0,0,Not Satisfied
9769,031V611s,Female,Premium,67.0,135.72,New,Technology,4,4,5,4,5,5,5,5,5,0,0,Not Satisfied
9770,731Q629i,Male,Premium,44.0,92.4,New,Home/Kitchen,2,2,2,3,3,3,1,3,2,0,0,Not Satisfied
9771,755K30n4,Female,Premium,53.0,27.3,New,Entertainment,1,1,4,5,4,5,5,1,4,0,0,Satisfied
9772,263L355u,Male,Premium,80.0,258.27,New,Sport,1,1,5,4,4,4,4,4,4,0,0,Satisfied
9773,738P837w,Female,Premium,51.0,44.05,New,Entertainment,2,2,4,1,2,3,1,5,4,0,0,Satisfied
9774,488T871p,Female,Premium,21.0,25.63,New,Technology,3,2,3,3,1,3,2,1,3,0,0,Not Satisfied
9775,932I961x,Male,Not Premium,37.0,41.21,Used,Technology,0,2,1,2,2,2,5,4,1,0,0,Not Satisfied
9776,727L679c,Male,Not Premium,,43.88,New,Entertainment,4,3,4,2,2,4,2,3,4,0,0,Not Satisfied
9777,707R580v,Male,Premium,33.0,307.67,New,Technology,4,4,5,4,4,4,4,4,5,0,0,Satisfied
9778,955B445o,Male,Premium,38.0,75.06,New,Home/Kitchen,1,1,4,5,1,3,2,4,4,0,0,Satisfied
9779,857T572u,Male,Premium,52.0,25.7,New,Technology,3,3,4,1,3,3,5,1,3,0,0,Not Satisfied
9780,168W756d,Male,Premium,40.0,76.75,New,Technology,4,4,3,3,2,5,4,4,3,0,0,Satisfied
9781,118L275c,Female,Premium,61.0,48.77,Used,Home/Kitchen,5,4,2,3,3,5,3,4,2,0,0,Not Satisfied
9782,806H194o,Male,Premium,70.0,65.24,New,Home/Kitchen,2,2,1,4,4,4,1,4,1,0,0,Not Satisfied
9783,517A829c,Female,Premium,35.0,149.21,New,Entertainment,5,3,4,2,1,4,2,4,4,0,0,Not Satisfied
9784,310O511o,Female,Premium,44.0,244.28,New,Technology,4,4,5,4,4,4,3,4,4,1,0,Satisfied
9785,407Z902m,Male,Premium,37.0,202.35,New,Entertainment,5,1,2,2,2,2,5,2,4,0,0,Satisfied
9786,422Y149p,Male,Premium,22.0,50.45,New,Entertainment,0,4,1,5,5,5,3,2,1,0,0,Not Satisfied
9787,000F119l,Male,Premium,41.0,120.56,New,Entertainment,4,4,3,3,2,3,3,3,5,0,0,Satisfied
9788,114T391q,Female,Premium,,94.94,New,Technology,1,1,3,3,5,1,3,1,3,0,0,Not Satisfied
9789,355B487s,Male,Premium,22.0,282.22,New,Entertainment,2,2,5,5,4,5,1,2,5,0,0,Satisfied
9790,542Q43t7,Female,Premium,51.0,67.57,Used,Entertainment,4,4,2,5,5,5,4,5,5,0,0,Satisfied
9791,791L595j,Male,Not Premium,29.0,106.52,New,Sport,3,3,5,1,5,3,1,4,5,1,1,Not Satisfied
9792,207H256c,Female,Not Premium,33.0,248.54,New,Home/Kitchen,4,5,4,4,5,5,3,3,3,0,0,Not Satisfied
9793,248T589c,Female,Not Premium,35.0,107.29,New,Technology,4,3,4,2,4,2,4,2,4,0,0,Not Satisfied
9794,175M931u,Male,Not Premium,30.0,53.88,New,Technology,5,4,5,3,2,4,4,4,5,0,0,Satisfied
9795,960T137j,Male,Premium,49.0,241.96,New,Entertainment,4,4,4,2,2,2,3,2,5,0,0,Satisfied
9796,818H229w,Male,Not Premium,23.0,54.57,New,Home/Kitchen,5,3,2,5,3,5,5,4,2,0,0,Satisfied
9797,774G990b,Female,Not Premium,34.0,57.62,New,Technology,1,1,5,5,3,5,5,4,5,0,0,Not Satisfied
9798,150W74a4,Female,Not Premium,27.0,7.47,New,Technology,2,2,4,3,3,4,5,5,4,0,0,Not Satisfied
9799,955M688k,Male,Premium,35.0,35.18,New,Entertainment,1,1,2,3,4,4,4,3,5,0,0,Satisfied
9800,953L855j,Male,Premium,55.0,272.64,New,Entertainment,3,3,5,5,5,5,5,5,3,0,0,Satisfied
9801,557X639a,Male,Not Premium,44.0,28.57,New,Entertainment,1,4,4,2,2,3,1,4,4,0,0,Not Satisfied
9802,428J914k,Male,Premium,68.0,26.51,New,Home/Kitchen,5,2,4,3,4,3,1,3,1,0,0,Satisfied
9803,587L384v,Female,Premium,32.0,310.48,New,Entertainment,3,3,4,2,5,4,1,1,4,1,1,Satisfied
9804,098L160h,Male,Not Premium,19.0,53.87,New,Technology,2,4,4,4,1,3,2,4,4,0,0,Not Satisfied
9805,419S634z,Female,Premium,43.0,294.5,New,Home/Kitchen,0,4,3,2,3,3,5,2,2,0,0,Satisfied
9806,838S146g,Male,Premium,33.0,137.98,New,Home/Kitchen,4,1,3,1,3,2,3,1,5,0,0,Not Satisfied
9807,868C706u,Male,Premium,52.0,13.88,New,Sport,2,2,5,4,4,4,5,4,4,0,0,Satisfied
9808,051L488h,Female,Premium,41.0,122.24,New,Entertainment,4,2,4,3,4,5,4,4,4,0,0,Not Satisfied
9809,765G921w,Male,Not Premium,40.0,16.54,New,Home/Kitchen,5,4,2,1,3,2,4,1,2,0,0,Satisfied
9810,418H778n,Male,Premium,32.0,356.03,New,Technology,4,4,4,3,4,5,4,4,4,0,0,Satisfied
9811,045B630k,Male,Premium,28.0,85.18,New,Technology,2,2,2,3,4,3,3,4,2,0,0,Not Satisfied
9812,923F808y,Male,Not Premium,28.0,64.51,New,Home/Kitchen,4,4,2,2,5,4,3,4,2,0,0,Not Satisfied
9813,360A336g,Female,Premium,26.0,119.9,New,Home/Kitchen,3,3,4,3,5,3,1,3,4,0,0,Not Satisfied
9814,244Q851v,Female,Premium,,81.72,New,Home/Kitchen,5,4,5,3,2,4,3,5,5,0,0,Satisfied
9815,962A406s,Male,Premium,48.0,258.33,New,Entertainment,5,5,4,4,4,4,4,4,4,0,0,Satisfied
9816,314Y975t,Female,Premium,29.0,273.32,New,Entertainment,1,1,4,5,4,4,4,4,4,0,0,Satisfied
9817,193D363s,Male,Premium,59.0,117.77,New,Technology,5,5,3,2,3,2,4,2,4,0,0,Not Satisfied
9818,985N559e,Male,Premium,60.0,53.68,New,Entertainment,5,5,2,3,3,3,3,3,1,0,0,Not Satisfied
9819,288N250n,Female,Premium,45.0,256.07,New,Technology,4,2,4,4,4,4,1,4,3,0,0,Satisfied
9820,210C599x,Female,Premium,58.0,43.25,New,Technology,2,2,3,4,4,4,4,4,4,0,0,Satisfied
9821,620C620o,Male,Premium,63.0,54.36,New,Entertainment,3,3,4,4,4,4,4,4,3,0,0,Not Satisfied
9822,904S562t,Male,Premium,51.0,199.94,New,Other,1,1,3,2,2,2,4,2,2,0,0,Not Satisfied
9823,823B183f,Female,Premium,49.0,157.6,New,Sport,5,5,5,5,5,5,4,5,3,0,0,Satisfied
9824,235O653d,Female,Premium,39.0,157.33,Used,Technology,5,3,4,3,4,5,3,5,4,0,0,Not Satisfied
9825,128T951r,Male,Premium,68.0,58.78,New,Home/Kitchen,5,4,2,2,3,2,3,2,3,0,0,Not Satisfied
9826,701A189x,Female,Premium,54.0,74.4,New,Sport,1,1,2,4,4,4,5,4,2,0,0,Satisfied
9827,379M825k,Female,Premium,23.0,14.53,New,Entertainment,3,4,4,2,3,4,4,3,4,0,0,Not Satisfied
9828,878C723d,Female,Premium,49.0,200.88,New,Technology,3,3,3,4,4,4,3,4,4,0,0,Satisfied
9829,551I954y,Male,Premium,34.0,175.62,New,Sport,4,3,1,5,5,5,5,5,5,0,0,Satisfied
9830,958G673d,Female,Not Premium,28.0,30.65,New,Technology,4,4,5,1,1,3,1,3,5,0,0,Not Satisfied
9831,931D471q,Male,Premium,53.0,33.7,New,Home/Kitchen,1,1,4,4,4,4,4,4,3,0,0,Satisfied
9832,500T231c,Male,Premium,30.0,3.65,New,Entertainment,4,4,4,2,3,1,1,2,4,0,0,Not Satisfied
9833,135W371f,Male,Premium,55.0,117.03,New,Technology,4,2,4,4,4,4,4,4,5,0,0,Not Satisfied
9834,340L617e,Male,Premium,24.0,271.36,New,Entertainment,4,4,4,3,1,4,4,3,4,0,0,Not Satisfied
9835,951T826o,Female,Premium,,281.77,New,Technology,1,1,1,3,2,3,3,4,1,0,0,Not Satisfied
9836,884H978f,Male,Not Premium,36.0,17.6,New,Entertainment,4,1,5,4,2,5,5,5,5,1,1,Not Satisfied
9837,432C758j,Male,Not Premium,21.0,79.31,New,Sport,0,4,4,3,3,4,3,4,4,0,0,Satisfied
9838,604U277s,Male,Premium,43.0,145.25,New,Home/Kitchen,4,4,4,4,4,4,4,4,3,0,0,Satisfied
9839,071T220i,Female,Not Premium,45.0,102.97,New,Entertainment,1,1,1,1,5,2,1,1,1,0,0,Not Satisfied
9840,807J565n,Female,Not Premium,44.0,62.02,New,Home/Kitchen,1,3,5,1,1,3,3,4,5,0,0,Not Satisfied
9841,041I703f,Female,Premium,31.0,269.15,New,Entertainment,4,4,4,2,5,5,5,1,4,0,0,Satisfied
9842,854R357k,Male,Not Premium,33.0,14.0,New,Sport,3,5,2,1,3,1,4,1,2,0,0,Not Satisfied
9843,843V488f,Female,Premium,35.0,95.72,New,Home/Kitchen,1,1,5,3,5,5,4,3,5,0,0,Satisfied
9844,658A892m,Male,Premium,40.0,301.97,New,Entertainment,4,2,5,4,4,2,4,4,3,0,0,Satisfied
9845,700F27a9,Male,Premium,,77.67,New,Technology,4,2,1,4,4,5,5,4,1,0,1,Not Satisfied
9846,622D514h,Male,Premium,53.0,62.72,New,Entertainment,5,5,4,4,5,4,5,4,4,0,0,Satisfied
9847,833A340x,Male,Not Premium,27.0,94.62,New,Technology,3,3,3,4,1,3,3,3,3,0,0,Not Satisfied
9848,048A870k,Male,Not Premium,41.0,52.09,New,Entertainment,3,4,2,1,2,4,2,3,2,0,0,Not Satisfied
9849,245O902a,Male,Premium,52.0,229.79,New,Home/Kitchen,4,4,4,5,5,5,4,5,4,0,0,Satisfied
9850,768R439t,Male,Premium,43.0,32.67,Used,Entertainment,4,4,1,1,1,1,2,1,3,0,0,Not Satisfied
9851,653N535j,Male,Not Premium,49.0,51.45,New,Technology,5,2,1,4,4,2,1,5,1,0,0,Not Satisfied
9852,047V305b,Male,Premium,52.0,68.35,New,Entertainment,1,1,3,5,5,5,4,5,3,0,0,Satisfied
9853,258H384f,Female,Premium,38.0,228.15,New,Technology,4,4,5,5,5,5,3,5,5,0,0,Satisfied
9854,616Y743c,Female,Premium,28.0,217.4,New,Technology,2,2,5,4,2,4,4,5,5,0,0,Satisfied
9855,543A590m,Female,Premium,,45.4,New,Technology,3,3,5,2,4,4,1,3,5,0,0,Not Satisfied
9856,573D40w1,Female,Premium,71.0,7.3,Used,Home/Kitchen,2,2,2,2,3,4,4,3,2,0,1,Not Satisfied
9857,315I565p,Female,Premium,34.0,185.08,New,Entertainment,2,2,2,2,2,2,1,2,1,0,0,Not Satisfied
9858,555X303a,Male,Premium,30.0,27.21,New,Other,3,3,5,1,2,2,4,1,5,0,0,Satisfied
9859,845A627m,Male,Premium,24.0,146.56,New,Home/Kitchen,4,4,5,5,2,5,5,4,5,0,0,Satisfied
